SpecialSymbolsCount;WordsCount;SymbolCount;lowercase;uppercase;LastSymbolPd;FirstKeyWord;PrevElementMark;CurElementMark;NextElementMark;FullBold;FullItalic;KeepLinesTogether;KeepWithNext;NoSpaceBetweenParagraphsOfSameStyle;OutlineLevel;PageBreakBefore
1;6;49;ЛОЖЬ;ИСТИНА;;TitleLevel1;c0;b1;b23;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
11;62;434;ЛОЖЬ;ЛОЖЬ;.;;b23;c0;g1;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
1;9;68;ЛОЖЬ;ЛОЖЬ;;Рисунок;g1;h1;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
14;56;410;ЛОЖЬ;ЛОЖЬ;.;;h1;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
12;54;415;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
4;11;71;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
3;25;193;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
24;95;779;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;g1;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
1;7;46;ЛОЖЬ;ЛОЖЬ;;Рисунок;g1;h1;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
11;73;541;ЛОЖЬ;ЛОЖЬ;:;;h1;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
3;16;133;ЛОЖЬ;ЛОЖЬ;:;;d0;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
14;79;561;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
35;180;1323;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
7;27;210;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
7;21;161;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;b23;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
21;101;774;ЛОЖЬ;ЛОЖЬ;.;;b23;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
3;6;69;ЛОЖЬ;ЛОЖЬ;:;;c0;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
5;20;197;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;b23;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
16;81;672;ЛОЖЬ;ЛОЖЬ;.;;b23;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
1;10;69;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
3;7;66;ЛОЖЬ;ЛОЖЬ;:;;c0;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;4;34;ИСТИНА;ЛОЖЬ;-;listLevel1;c0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;4;33;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;5;45;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
3;9;63;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;8;74;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
4;11;81;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;10;66;ЛОЖЬ;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;5;35;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;8;63;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;7;58;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;13;102;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;6;51;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;5;45;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;10;83;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;11;76;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;7;61;ЛОЖЬ;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;8;59;ЛОЖЬ;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;9;73;ЛОЖЬ;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;7;56;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;6;50;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
4;19;139;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;8;60;ЛОЖЬ;ЛОЖЬ;.;listLevel1;d0;d0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
3;6;59;ЛОЖЬ;ЛОЖЬ;:;;d0;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;9;72;ЛОЖЬ;ЛОЖЬ;-;listLevel1;c0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;3;22;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;5;34;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;3;26;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;2;13;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;3;23;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;3;18;ИСТИНА;ЛОЖЬ;.;listLevel1;d0;d0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;5;48;ЛОЖЬ;ЛОЖЬ;:;;d0;c0;d0;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;6;46;ЛОЖЬ;ЛОЖЬ;-;listLevel1;c0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;6;56;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;4;37;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;6;39;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;6;26;ЛОЖЬ;ЛОЖЬ;.;listLevel1;d0;d0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
1;3;33;ЛОЖЬ;ЛОЖЬ;:;;d0;c0;d0;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
3;15;130;ЛОЖЬ;ЛОЖЬ;-;listLevel1;c0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
4;21;182;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
3;17;127;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
4;11;92;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
5;19;142;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
3;13;101;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
4;11;86;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;16;113;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;12;86;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
5;23;157;ЛОЖЬ;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
4;14;102;ИСТИНА;ЛОЖЬ;.;listLevel1;d0;d0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
6;17;125;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
12;42;362;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
1;4;38;ЛОЖЬ;ЛОЖЬ;:;;c0;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;17;72;ЛОЖЬ;ЛОЖЬ;;Рисунок;g1;h1;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
26;116;884;ЛОЖЬ;ЛОЖЬ;.;;h1;c0;b23;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;4;19;ЛОЖЬ;ЛОЖЬ;;TitleLevel23;c0;b23;g1;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
4;28;79;ЛОЖЬ;ЛОЖЬ;;Рисунок;g1;h1;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
24;109;776;ЛОЖЬ;ЛОЖЬ;.;;h1;c0;b23;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;3;24;ЛОЖЬ;ЛОЖЬ;;TitleLevel23;c0;b23;g1;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;19;70;ЛОЖЬ;ЛОЖЬ;;Рисунок;g1;h1;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
22;91;678;ЛОЖЬ;ЛОЖЬ;.;;h1;c0;b23;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;4;26;ЛОЖЬ;ЛОЖЬ;;TitleLevel23;c0;b23;g1;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;25;77;ЛОЖЬ;ЛОЖЬ;;Рисунок;g1;h1;c0;ЛОЖЬ;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
21;102;754;ЛОЖЬ;ЛОЖЬ;.;;h1;c0;b23;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;4;36;ЛОЖЬ;ЛОЖЬ;;TitleLevel23;c0;b23;c0;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
13;85;622;ЛОЖЬ;ЛОЖЬ;.;;b23;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
4;25;223;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;7;55;ЛОЖЬ;ЛОЖЬ;:;;c0;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;6;48;ИСТИНА;ЛОЖЬ;-;listLevel1;c0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;7;45;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;4;34;ИСТИНА;ЛОЖЬ;:;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;7;52;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;8;60;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;9;65;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
4;15;121;ИСТИНА;ЛОЖЬ;.;listLevel1;d0;d0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
1;9;55;ЛОЖЬ;ЛОЖЬ;:;;d0;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
4;7;54;ИСТИНА;ЛОЖЬ;-;;c0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
5;8;57;ИСТИНА;ЛОЖЬ;.;;d0;d0;e1;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
1;6;41;ЛОЖЬ;ЛОЖЬ;;Таблица;d0;e1;f1;ЛОЖЬ;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;9;76;ЛОЖЬ;ЛОЖЬ;:;;f1;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
4;17;135;ЛОЖЬ;ЛОЖЬ;-;listLevel1;c0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
3;22;168;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;10;83;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;7;54;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;9;70;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;7;55;ИСТИНА;ЛОЖЬ;.;listLevel1;d0;d0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
10;66;531;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;b23;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
0;4;22;ЛОЖЬ;ЛОЖЬ;;;c0;b23;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
10;82;684;ЛОЖЬ;ЛОЖЬ;.;;b23;c0;b1;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
0;4;38;ЛОЖЬ;ИСТИНА;;TitleLevel1;c0;b1;b23;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
1;4;35;ЛОЖЬ;ЛОЖЬ;;TitleLevel23;b1;b23;c0;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
17;100;772;ЛОЖЬ;ЛОЖЬ;.;;b23;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
8;30;223;ЛОЖЬ;ЛОЖЬ;:;;c0;c0;g1;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
1;6;38;ЛОЖЬ;ЛОЖЬ;;Рисунок;g1;h1;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
3;12;88;ЛОЖЬ;ЛОЖЬ;:;;h1;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
3;7;55;ИСТИНА;ЛОЖЬ;-;listLevel1;c0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;10;60;ЛОЖЬ;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;3;24;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;5;39;ЛОЖЬ;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;5;30;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;3;15;ИСТИНА;ЛОЖЬ;.;listLevel1;d0;d0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
1;7;51;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
6;45;360;ЛОЖЬ;ЛОЖЬ;:;;c0;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;4;34;ИСТИНА;ЛОЖЬ;-;listLevel1;c0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;9;78;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;8;73;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;8;61;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;9;72;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;10;70;ЛОЖЬ;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
4;14;97;ЛОЖЬ;ЛОЖЬ;.;listLevel1;d0;d0;b23;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
1;3;26;ЛОЖЬ;ЛОЖЬ;;TitleLevel23;d0;b23;c0;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
13;68;511;ЛОЖЬ;ЛОЖЬ;.;;b23;c0;g1;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
1;5;22;ЛОЖЬ;ЛОЖЬ;;Рисунок;g1;h1;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
9;40;320;ЛОЖЬ;ЛОЖЬ;.;;h1;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
7;54;387;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
